,Bios
205,writer do other stuff for paycheck but writer didn figur that out until few year ago so when say it tell both of us peopl read what write some like it it amaz me hope it alway doe other thing about me am sort of obsess with monk and competit cook show not realli obsess but if there were televis show in which monk cook competit be all in my favorit smell are cucumb toast and wet pavement am an excel car singer not into conspicu consumpt but do like boot am fan of pinbal coffe certain font and carmex love pedicur and brunch but have both rare to keep them special don wash my car as often as should prefer spontan to plan if make plan will keep them am alway learn someth learn how to cook and am do some research for the novel just start would love to learn how to surf would look ridicul do so don care it look like fun not crazi about chain restaur or the word liter have six foot memori foam beanbag it is awesom
206,am born and rais socal venic beach boy move up to sf year ago for work and never look back when was younger spent time explor europ camp around america don understand whi am find fill this self summari so difficult as can schmooz with the best of them kinda crazi tri to condens 43 year of be on this earth in one paragraph definit jean and shirt kinda guy do love go anywher that requir me to get new zoot suit way more citi guy less countri although do have great appreci for it am straightforward for good or ill blunt tactless but veri honest will glad be the one to talk about the eleph in the room blind loyal and veri protect of love one have been accus of be old fashion thank dad my grammar is shit veri funni crack myself up hope you will to am die hard fan of the mission don have car it didn take long for me to realiz schlep around the citi in car blow now onli ride my motorcycl
208,think we are all on mission and mine includ travel it best for both of us that you have too insid yourself or outsid either way the journey is import and love to hear about your love be activ and like the idea of spontan adventur have idea and manifest them in the moment or think long term whatev but like to live with possibl and the belief that have what want don get me wrong it is real carv to realli know what we want need someon who know how to laugh and love good heat debat while also know when to stop and make sure love is what is be bred sometim need big hug at the end of my day or hot bath want passion soul who can speak up for what they believ in and will defend my sweet instead of insult it need man who love natur and will pull me asid and know how to get what he want have wonder friend there and feel most myself in the wood and near the ocean love work help peopl and believ massag the tension that could creat more world peac medit for the same reason make sure am clear and not hold grudg or resent and am good and get through misunderstand and end with love and laughter do my job well and live what teach
209,me what more do you want? like pretti much everyon els hate these box can not be adequ sum up in box but guess can tri kind of dork nerd enjoy read knit watch movi and hang out with my pet enjoy watch sport but not play my favorit are shark hockey and footbal alway down for good cup of tea love the beach and hike fierc loyal to my friend and famili love my famili and we re all pretti close so tri to spend as much time with them as possibl consid my pet famili am human mom to dog cat lizard and snake my eye are blue my hair chang colour on decent regular basi prefer british spell dislik use proper capit and occasion get creativ with punctuat as well am capabl of use proper grammar but usual prefer to not bother with it am fan of use some of the can has type grammar but it annoy me if it is done to excess am endotherm and veri much appreci blanket and warm anim or peopl who will snuggl and donat some of their warmth to me may or may not have sock problem that depend entir on your definit of problem it have two pierc in each earlob with everi intent of ad more onc said that would never have facial pierc but got my nose pierc and it definit my favorit have two tattoo with everi intent of ad more as time money and bodi space permit
212,realli what the point of this summary? don think anyon actual read this part you just look at the pictur and either move on if you don think cute enough or you read my and return my messag onli after view my pic to see if cute enough come on you know that the truth! this is whi guy general don put in the effort onlin becaus it goe nowher sure could talk about how funni am how smart am how have an amaz littl boy who has truli taught me about uncondit love how go run in gg to clear my mind eat at hole in the wall place how come up with new get rich scheme everi few day obvious still tri to find the one could get into all the way you would be lucki to have guy like me but you don care about ani of that it all about the pic becaus alway forget arrog is new trait among so mani on this site that you look down on guy that becaus you think your so pretti and wear nice cloth you deserv some gq look guy oh and if you thought was cute and actual read to this point high five! what just wrote was test to see if girl actual read profil or not and if you don think cute but read this far well trick you and probabl wasn that interest in you anyway yes agre the abov equal appli to guy in fact guy are wors and yes this was meant to be slight truth humor sinc most of us go to pictur make or decis then read the profil realli look forward to see what kind of hate mail go to get ll of cours keep you updat
213,this might make it littl less random had been togeth with woman for almost year until year ago and met her about year after be marri for 10 year ani kind of person might be the right one for me who knows? am more matur now but was bit of peter pan work as lawyer for year befor join the peac corp work for the court and go back to work at law firm then practic in my own small firm and tri to make time for my kid now 18 and 15 befor they grew up but have meld back into firm life have my son at my hous time but the rest of the week am free to be wherev and have fun and adult convers like lot of thing but they are not all essenti music movi danc swing rock zydeco hike in the hill or wood care deepli about polit and the world although there is much to be cynic about these day and it is hard to listen to the news more of night person can sometim be watch charli rose after midnight but don mind an earli person it hard to say who would be match veri unlik person could have match heart
225,fun laid back go with the flow kind of girl love be activ and ador be outsid do pretti much anyth one thing would love to learn how to do is surf own my own dog walk pet sit busi which certain appeal to my desir for the outdoor not the kind of girl who allow her fear to overcom her more of ll prove can conquer this kind of person have total sassi side and like to joke around lot and have yet to see horror movi that truli scare me and challeng anyon to tri and chang that humor is such huge thing to me and love to laugh! look for someon to complement who am as an individu and no not verbal although that nice too my ideal dude would be someon who love to be activ and do thing outdoor and travel dude who has solid job and funni easi go person is must have as well
227,fun love activ interest and warm live well laugh often love much solid friend commit teacher love sister wait! this sound like eulog eesh peopl cherish stay close to my heart and mani have known me for over 25 year teach in public school is difficult but don know mani peopl who love there job as much as do am the youngest of three amaz older sister and you can see each of them in me my sister are great friend and my friend are like sister explor foreign countri music and spend time in natur invigor me have live work and studi in mani differ place mexico columbia indonesia cuba thailand nicaragua peru chile brazil and scotland to name few exot roommat like spider and boa constrictor usual don scare me the girl you can take on date to taco truck in the mission camp in big sur mingl at fanci parti or danc to some great music generous straightforward and compassion also consid drama to be huge wast of time health is prioriti love run bootcamp ski swim hike and just about ani activ that get my heart rate up if you re brave have some new recip that tast delish and would not requir use of defibril urbanite? sure howev healthi dose of the outdoor are requir at regular interv to keep me sane
231,am an attract fun smart and energet gal who enjoy sport event cycl sail golf and dine out am just as comfort in littl black dress as am in pair of jean and basebal cap have two grown boy one who is out on his own and one who still live at home and is attend colleg full time love to travel and have been fortun enough to visit some great place over the past few year have great sens of humor and can be veri spontan at time love to laugh and enjoy be around famili and friend my ideal match would be someon who has passion for life and doe not take himself too serious he is honest confid adventur play and has great sens of humor he also work hard but valu balanc in his life if you feel that we have someth in common and you are seek the same pleas drop me line do not respond to profil with no pic no exceptions!! also if your pic are not current pleas do not contact me
232,am midwestern transplant from chicago with old fashion valu such as honesti and sincer but now love everyth the west coast has to offer laid back easi go and fun! am veri activ and love to explor find adventur in almost anyth what would like most is to have someon to enjoy that with and even more import to make deep connect and explor intimaci what think is import in relationship is support kind love and affect am romant love to give and receiv surpris and flower and do the littl thing that let my girl know how special she is as far as person basic pretti quiet and on the shi side at first but also will to take my cloth off in public big risk taker general dichotomi guess
233,am retir from sale of busi telephon system and teach high school french came to california after grow up in indiana and graduat from indiana which includ year studi in franc and travel europ live in the oakland foothil like to spend leisur time outdoor walk or take care of the yard be with friend spend time with my 13 year old niec watch veri littl tv onli news show and possibl charli rose depend on who is appear like travel to warm climat onc year ve gone to puerto vallarta the last three year and car camp would like to tri kayak consid get keyboard and play piano again like bluegrass rock folk some countri music believ we need to keep obama in offic so he can bring us closer to equal in our countri am look forward to do fun thing with you
246,ve been told am an extrovert but feel like an introvert while may feel shi when first meet someon quick transform into the fun witti and often ridicul alter ego of superhero sorri it against leagu of justic code to reveal my superhero ident everyon has some wisdom to share and revel in the opportun to engag with other and learn new thing germani was home for year and ve travel to 12 differ countri which has widen my view of the world and left me cultur open mind my friend tell me an entertain energet and passion person it true passion about life about polit and passion about human exist and explor the depth of human conscious with my play sens of humor tend to be the funni guy don bother to reach out to me if you don enjoy laugh date site are strang but we re all here anyway like to find someon who share similar qualiti as me hope you re look at me becaus the okc algorithm say we re good match guess here look for someon who realli enjoy experienc life from one spontan moment to the next
252,love to laugh have fun and appreci good sens of humor! look for someon who is fun love love to travel and can laugh at himself and me! like to enjoy this beauti area that we live in love to danc listen to music go to festiv we are so bless on the west travel do seva practic yoga and am true water babi true romant and believ that it is import to keep romanc aliv believ that we have the power and strength to manifest anyth that we put our mind to believ in synchron and cosmic connect from young age was brought up studi and practic vedanta under the guidanc of swami chinmayanandaji both in india and the us strive to incorpor eastern valu and tradit with western openminded look for man that honor and respect his indian heritag but is also world and appreci other cultur and tradit as well! love to shake tail feather! afro samba anyone??? my hindi is ok it seen better days! am om shanti and om
253,have neat handwrit good postur lot of book tend to over think thing spill on myself talk lot when nervous almost never get truli angri break promis forget face near alway laugh at bad pun want to hike longer will have anoth beer! happi and thought person who has pretti low threshold for bullshit this mean am pretti upfront with peopl and it easi to tell how feel besid that like make inappropri joke at general inopportun time but then am charm so everyon feel at eas with my occasion awkward my friend know me as funni honest and support have few realli realli close peopl in my life but also like cultiv wide group of friend was born and rais in san francisco and am still deepli in love with the bay area other place are super great too and like go to visit them but this place it my home
260,one of my endeavor was to learn to put tini littl fli onto string hang off rod and wade into the rush water to find suspect trout to outwit love river and would no doubt have been happi as suspect trout too mayb next lifetim there question for you to answer which anim would you have been happi to be if you hadn been human? ok not great at write about myself so procrastin guess see myself as develop and grow relationship help us to do that and they add to our live in so mani way so hope to find one that doe someon that make good team with work with other well share respons encourag idea goal affect and laughter to name few thing am veri loyal love and give to those around me love to cook with and for peopl it make me happi am veri activ hike work out danc and jump around whenev possibl cosmopolitan natur girl just at home in museum in ny citi as tent in the mountain like to dig in the dirt and sometim thing even grow love to travel and discov new place there never end suppli of new place to explor around here haven travel far away as much as like and hope to do that more in the near futur have been to europ mexico and canada of all place love the french alp the best so far have wonder children who don need me much anymor and have their own live start earli who are joy to me everi day still
282,hello see you re check thing out welcom to the modern era right? littl about me live in oakland use to live in new england work regular hour but have been known to escap on short notic my dog is serious the best dog ever enjoy climb in the sierra and sometim indoor ski when condit warrant the drive lot this past winter and otherwis keep thing most sane fit seem ridicul pursuit in it own right yet enjoy do thing that warrant be in shape dog and babi like me so if you think you can revert to your infantil canin root you might like me too though not terribl shi in person given the medium choos to keep some thing in check understand and certain appreci the tacit chemistri that has been known to overtak our immedi and reptilian urg but what am seek is the kind of long er term coupl that will continu to be interest grow organ and allow for chang if this make sens to you pleas nudg me in the rib when becom aloof without warn nb am terribl at feign disinterest you will or damn well should know if am interest
297,born and rais in the best citi ever sf just move back here after decad long fling with dc nyc btw when did turn the age where could legitim start speak in decades? medic social worker at local hospit in the citi like keep activ at the gym and outdoor but also have realli comfi couch my tv like the giant veri much love food coffe drink with good peopl and be goofi look for someon who fun activ compassion adventur and open mind communic clear when need yet let thing slide when not relationship can be stress at time but larg this one would bring peac to both parti improv on the live we alreadi have allow for some independ where appropri but also spend qualiti time as much as possibl feel free to say what up
301,welcom am one genuin straight forward smart funni quirki and crafti ladi am look for someon who prefer super sassi ass girl that will love you down tuck you in make you breakfast and love you all the way am ultra loyal to the peopl love in my life for life although not religi am deepli spiritu spent sever year in medit retreat would consid myself deep thinker emot intellig and driven gotta be outsid daili take me hike take me camp take me swim please! ll be happi camper or you ll otherwis find me in my bed do craft grandma at heart look for someon who want to be with me long term and possibl start famili you know after we get to know each other littl readi for the next level and out to find that so the faint of heart and commit beware! not one night stand but act like one between the sheet
305,sophist and silli all roll into one some word that friend use to describ me funni affection inquisit empath wild creativ mind passion fierc good listen introspect deep effervesc self awar compassion silli courag and one of kind thanx guy humbl by that list! as get older just think that kind is the coolest thing ever love good long belli laugh and am sometim clever disguis as profession bad ass dig travel most out of the countri my favorit destin thus far has been africa ve travel to and volunt with aid malaria orphan along the way 15 differ countri on this amaz complex mysteri contin cannot wait to go back at some point live in big sur for few year and love it outrag raw drawn to help those who are in need especi children compass for self other is my current focus final huge fan of long slow kiss
308,dreamer peac maker lover friend brother son make choic truth over honesti and lie love over lust qualiti over quantiti creation over destruct love and understand over ignor and hate am spiritu see the world do not agre with most religion you should need no special vestment and or special place to connect with the divin love human those rat bastards! am shi man that most peopl do not believ is shi like to be cool calm and collect with everyth dislik those who cri poor me! no hard drug diseas free colleg graduat experienc and knowledg fill constant tri to free myself from the world of fake boob and nose love thyself! abl to connect with all type of peopl pauper and king thug and offic old and young been around the block without get drag through the gutter true romant yet do not believ in soul mate the soul mate concept doe not fit in world with reincarn as the buddha say all be have been your mother same goe for soul mate
316,dude trap insid success adult bodi and life my life of surf run snowboard and swim has not ceas but it has slow due to famili respons and high tech job know how to pleas women with humor that is right with humor the most valuabl way to enjoy life love and sensual other asset help but humor and smart humor are those of you who know know what mean am marri and happili so yet have seen the light of polyamori style in the last month have come to appreci what mani in other countri know alreadi it is fine to have adventuresom relationship outsid of your marriag and continu to meet new peopl if you are open and honest with your spous then thing work out in my case both my spous and are in the same mindset and are both pursu outsid new friend it has ad excit and energi to our individu live and our life as coupl no face photo as have kid in middl and high school and some discret is requir dad my friend said her mom saw your pictur on date site wtf happi to send more pictur after some discuss summar what anoth friend told me month ago when told her was explor this new approach she said marriag should not be like prison you should not have to stop meet new and interest peopl and have human connect the most miser peopl tend to be those that stay monogam on some moral ground turn out she has been do this for year urg peopl to open their mind to the concept
327,like drive to work like it race ve want to be in demolit derbi ever sinc saw that happi day episod and have been in elbow quarter competit am outgo and seem to pick somewhat shi guy this is mistak like smatter of activ as long as am with fun peopl am happi like to hike and camp and have decid to graduat to an aerob crawl onto my friend bed after she left our tent and was instant convert use to make fun of peopl like that am now open mind appreci offens humor and old school manner tend to run 15 minut late but am work on it loyal and love my friend and famili want to be with someon who enjoy hold their own with them also appreci men who ask me out on date within the first convers it so common to have messag chemistri it no predictor of in person chemistri let forego all the convers and just set up date
328,self employ profession mill valley woman famili and friendship are veri import in my life my daughter live in sf with her husband we re veri close and love spend time togeth we especi love girl spa day where we can talk all day catch up on each other busi live want best friend who make me smile like commit relationship with man approxim my age to share good movi dinner cultur event convers take long walk and have great laugh togeth someon who is genuin affabl has posit outlook and is emot evolv with sens of humor someon who is depend physic healthi and like to talk the specif detail of person trait though are less import than chemistri which trump trait meet each other tell the real stori of whether there is spark
329,depend on your perspect either contradict in term or veri well balanc ll let you be the judg can be super play quit funni and annoy energet yet also valu and am abl to sit in place of depth quit and still for as long as it take that could be me medit in silenc or simpli connect with you at the end of the day grate to have the most incred support communiti of friend around me peopl who would do anyth for me and yet treasur my alon time plan my trip loos and then look forward to get lost on the way how relat with other is incred import to me and spend lot of time get that right big fan of respons communic and realli believ that at ani given moment we are all do the best we can even if what we re do seem not so bright what this leav me with is lot of empathi and compass for other along with the abil to express myself my love my disappoint or whatev is actual up with me in the moment authent is the name of the game have big plan for the futur but put huge emphasi on the now quit good at accept thing just as they are but that doe not mean inclin to roll over and play dead either wise man onc said the world is perfect just the way it is includ my desir to chang it ll definit hold the door open for you but just as like to smack you on the butt chase you down the street when you least expect it you re beauti to me reason athlet know how to let your hair down even if it short you like to flirt prefer with me love to kiss also prefer with me you also love to sweat littl whether it from danc into the wee hour littl outdoor athlet activ or good roll in the hay ok we ll call it perspir essenti you have strong mind bodi heart you re not afraid to use ani of them you are silli and play radiant and affection
333,hi student at caada colleg and plan to transfer to cal poli with mechan engin major love spend time with friend and especi love to go camp and hike with them have veri wide rang of interest love use math to solv real world problem enjoy play piano danc rock climb hors back ride which unfortun have not had time for this semest learn other languag write comput program camp backpack cano down rapid etc my faith is extrem import to me jesus has taught me mani lesson in my short life he has been there for me in time of troubl and he alway answer prayer even if the answer is no often stumbl but realli tri to be light to the world someon jesus can use to his glori in the world one of my favorit vers is galatian bear ye one anoth burden and so fulfil the law of christ jesus has given me wonder church communiti and provid me with some realli amaz opportun to travel and see the world thank you jesus
337,purebr cali girl! born and rais in nor cal and just move back love sf and work life balanc is mandatory! so what am all about? clear you ll see that seri of contradictions! to start qualiti over quantity! not serial dater but would probabl enjoy cereal on date like littl bit of this but littl bit of that too! sassi but still classi and like to spice it up but nice to everyon from the homeless person to the quirki waiter to the random person at the coffe shop can take it as well as can dish it! definit goofi rare take myself too serious and find the funni in most situat but it fun to geek out and have an analyt side too sort of glam girl sporti spice if you have to label it! 50 50 split but even that fluctuat with the market so don mind get my hand dirti and love challeng but spider scare me and it would take more than the sf hill to ditch my heel unless run around cali style at the beach on the soccer field or in the mountains! absolut chameleon which mean that turn color to adapt to the environ chang outfit like superhero realli just truli enjoy the varieti of life from one extrem to the next can you relate? hope not the gir tomboy part but be fellow chameleon with mani color
338,2011 was transit year for me as reloc back to the us after spend marvel year in ireland wasn readi to leav europ but san francisco and all it has to offer has been my savior! grew up in southern california head to the midwest for colleg where studi engin and play big 10 volleybal and move back to california this time san diego for graduat school ve been with the same compani near 10 year in southern ca in ireland and now year in the bay area think my friend would describ me as funni witti with few quirk selfless smart and determin fair low mainten like rough it but crave an occasion luxuri social person though ve drop few notch on the extrovert scale over the year comfort with spend time alon as long as ve good read howev love be surround by friend enjoy host entertain and usual have some travel plan in the work am open mind and alway will to tri someth new!
343,ok decid to chang my summari to make it short and simpl was born in nicaragura rais in miami and have made my adult life here in sf here are my day to day acit if you can pictur yourself do ani of those thing with me contact me tri and work out at the gym everi day or go to my box class when it nice and sunni you ll find me at dolor park read book drink beer and relax with friend love danc salsa hip hop techno and electron enjoy travel to event like salsa congress or electron festiv also love travel out of the countri do enjoy stay home wathc movi eat in and just enjoy the moment of peac that onli your home can provid love hous parti pool parti and bar honest it make no differ use to ride motorcycl not anymor but still enjoy ride on the back of nice fast street bike just in case you have one have helmet hint hint!! eat out to dinner noth fanci will alway prefer chil locat with lot of peopl good music rather then fanci restur where you have to whrisper but am kinda picki with food main becuas im allerg to pork and fish love make peopl laugh enjoy meet new peopl am veri outgo and friend veri spontan it the best way to get me out! not much of planner unless it trip out of the countri but even then onli need month in advanc do you think you can hang with me?
346,told my brother in law it guy that didn know if onlin date was for me he told me quit plain that the odd of meet someon in real life these day well they weren veri good don know whi mean between the hour spend at the offic and my frequent whole food visit you would think would have ampl opportun to meet fun and interest men so here we are you haven been deliv to my doorstep and perhap we do our groceri shop on differ day or you don work at whole food so am check this place out to see if by chanc you are here read profil it is clear to me that need to develop mani more hobbi everyon is hike ok so could use to get out more mean not total shut in not like agoraphob or someth but let say do have some homebodi tendenc you could total talk me into someth fun you have plan though after kick ass and take name all week perfect saturday would be total loung around drink mimosa eat talk nap then eat again more talk watch movi make an incred dinner eat the dinner talk drink red wine or beer depend on the food or what we have on hand mayb anoth movi don know at that point we would probabl need to assess the situat and decid what next ok that not everi saturday but that sound like pretti good saturday to me what are you do on saturday?
352,veri honest straightforward both with you with me so tend to know what about and don mind tell you how feel like peopl who are communic function don want to have to guess what wrong want you to tell me and if you re happi like to hear about it easi to get along with probabl larg becaus not veri demand and am veri forgiv appreci of the thing that work out between us and understand that sometim thing just don quit go as plan so you re late or you have to cancel someth or you re grumpi in the morn so what? take everyon with grain of salt and don tend to take anyth too serious like to see peopl care about as often as can but whether that translat to onc month or twice week is fine some peopl are busi some aren live your life how you want to and ll be happi if we can do so togeth might realli love spend time with you but not go to hold it against you if you re work on 60 hour week likewis don want you to freak out if all of sudden have lot of extra work we don see each other as much for while this is hilari btw it assign me accur and the descript are most pretti solid take it yourself it might be enlighten should appar be somewher between accord to the okc analysi of how peopl post height but then should be make $100k as well so what the hell
353,never thought would ever be on one of these site but am new to the area and have heard good thing about it so thought whi not give it try? about me hmmm was carpent for over decad work my way up the ladder to becom foreman and was in high demand but decid to go back to school and chase my dream so am current attend school full time am probabl the nicest friendliest guy you will ever meet am veri loyal to those that deserv it but don mistak my kind for weak assur you am anyth but am man man am veri hard work prefer to build someth rather than buy it although rare have time to and like to use my carpentri skill for good so donat my time to habitat for human few time year love sport and play hockey everi week love to be activ but gain few pound bur my nose in the book dure the last year but am current work on that and should be back to my old self befor too long am pretti laid back person and am veri close with my famili be new to the area am look to meet new peopl on here and who know mayb will meet that special woman have been search for am not recreat dater and find the whole onlin date thing to be awkward so this should be interest at least sorri about the novel and if you are still read and want to know more send me messag if not good luck with your search!
356,swirl of word identifi with harpsichord mid centuri furnitur the color black drost effect matryoshka doll talk box vocod the moment the light dim in theater and everyon goe silent chess portmanteaus the guess game the feel of jubil after run while drunk with friend taxidermi saper viver bon vivant ted talk the ecstasi that are clean sheet violin symphoni black and white tile the etheri way word come to your conscious almost out of no where nostalgia obfusc inform that appear to be meaningless nois to most but comprehens to the few whom are awar basic esoteric the pursuit of ideal make toast with good friend riddl the point at which the experienci present turn into the past when two mirror are face parallel to each other and develop visual feedback loop until everyth is black attempt to be less machiavellian if they made cologn that smell of leather and cedar wear it go to live forev or die tri
367,know what you are do scan profil pic like you thumb through skymal catalog part of you is interest part of you is embarrass you are even look anoth part is wait for the in flight movi to start then when one catch your eye you take closer look and check out the other photo if you are still interest you may actual read the profil ipso facto if you are actual read this that mean that you might want littl insight into who am or where got that badass birthday mug think it pretti hard to get to know someon just by read few paragraph they wrote about themselv most like after few drink firm believ in the power of chemistri and the way certain peopl click and other just don mere suggest you don judg someon by these asinin profil that sometim you need real world meet up to find out they are asinin that be said honest funni and creativ intellig down to earth littl sarcast and hopeless romant who doe not think chivalri is dead will want to open the door for you pull your chair out for you and pick up the tab deal with it it seem like everyon on here love hike and snowboard and outdoor stuff not quit as into it as the next guy but for good reason see below don get me wrong total up for do that kind of thing with the right person just last month someon got me climb the stanford dish love camp even though haven been in long time it just the hike and climb stuff that is tough for me to handl again see below to be honest much rather just chill out cuddl and watch movi mayb get drunk and watch cartoon or mayb play chess or poker or jenga alway up for go out but do love good quiet night at home
373,hot hi mean hi so not persian don know how came out look like this french and black irish it fun observ and also odd that so mani peopl stop to ask it an interest subject the mix of human various race am actual pretti good at disect face to it origin includ the migrat pattern that brought them there like to think about how thing start like to have fun like most other guy on this websit enjoy drink work be creativ eat anim wait should there be coma there? superbl happi go lucki intellig can carri real convers not just what did today the onli unfortun thing is the frustrat get when deal with negat peopl work on it but if you go through life onli look at bad part you re head toward swell of unhappi regular man man who get perk up over guy thing fast car countri build thing do have soft side that usual come out when somebodi need emot help emot or pyscholog whatev you want to call it also golden retriev
384,they say that life realli start after high school and for me guess that true graduat at the bottom of my class with no honor but decid to follow my passion anyway took prestigi apprenticeship at penguin and yak herd ranch locat in iceland but the compani was downsiz due to global warm so was face with career decis ve alway love the idea of be lie to while get shot at for perform an uneth invas of countri which was ultim motiv by profit and religi ignor so decid to join the armi after was done be all that could be onc again found myself at proverbi fork in the road of life decid to appli to colleg and was accept to everi ivi leagu school but instead opt to attend portland state univers becaus of the fuego burrito cart onc in school had to decid what want out of life and after few hour of sip on creativ juic had an epiphani ve alway had crush on the tooth fairi and thought that mayb if becam dentist she would find me attract so here am new to san francisco and in my first year at pacif school of dentistri am intellig passion and loyal
394,me me me not huge fan of this part of the process but here ya go onc you get to know me think you ll find that veri down to earth person low mainten no game no unnecessari drama laughter is my drug of choic and the beach is my church if you re the type who can let loos and have fun we ll get along great!! if we connect through music tast awwww yeah! not too cool or shi to get on the danc floor fabulous! undercov nerd even better those are just few of the ice on the cake qualiti what realli interest in are the ingredi in the cake integr and account are essenti if you are someon who is truli kind with an open heart and mind then we might have someth
397,look like tough guy and can be but am most sensit and care love music punk hardcor rockabilli the clash 80 stuff like the cure the smith etc love movi and go to the movi with pretti woman is one of my favorit thing swim time week and love ani water activ like sport and play hockey and soccer enjoy go on hike and long walk am smart and enjoy learn can you teach me something? the older get realiz the less know am honest love to laugh and be lite heart as well as dive into deep convers into classic car and go to car show love art down for adventur but also love lie in bed on raini day watch movi with you work at non profit where enjoy help peopl am vegetarian and don drink or smoke but don mind if you do don think get the real me accross to other veri well give great massag
420,grew up in the east bay move to new orlean for colleg and prompt move back to the bay area ve been live in san francisco for almost year and have love it everi moment it so clich to cover the base of contradict but ve been have lot of self reflect time late and realli am generalist and centrist in mani way actual do tri to be all thing and everyth as much as ani one person can do gooder volunt and joiner leader and follow architect by day secur personnel by night constant look to learn new thing and am usual on the go but also have no problem loung on the couch watch an entir televis seri season in one weekend late it been the new doctorwho am intens and take myself serious at work realli like cat but they are constant tri to kill me dog too oh allergi hold friendship forev you have to do someth realli aw and unredeem to lose my friendship lucki to still live near my parent but don see them veri often ve travel some near and far last summer was in eastern europ germani itali hungari and the countri the for time was known as yugoslavia would like to travel so much more and keep run list of place to go and that list is quit long it question of money more than it is question of time or desir am well travel in the us about 75% complet on my goal of see all 50 state think much more high of world travel if they have also travel well in their own countri it is import valuabl and worth the expens to travel in the world but if you don accept and know what is import and valuabl about your own countri especi one as big as the us what the point?
459,anyth that can help you wake up has buddha natur when am alon and bird call me return to myself breath smile and sometim it call me onc more smile and say to the bird hear alreadi thich nhat hanh believ that the most import thing in life are relationship famili friend signific other money is nice accomplish are nice too fame but at the end of the day the onli thing that matter is the peopl in your life have wonder love famili have an awesom group of friend here in sf and across the countri but there is someth miss someon miss have world of love to give and am look for that one special girl to give my heart to am not interest in short term date or casual sex am readi to find the love of my life and begin journey of share love commit sacrific and joy know this might be lot to ask of an onlin date site and don expect everi okcupid connect or first date to be the one but just thought state how feel and where at in my life
467,sleep for those who cannot it is my super power which has been pass down for generat on my father side we are also known for our industri so when awak tri to wast littl time do thing dislik my life start on dairi farm in the midwest though some consid wisconsin the north and spent the last 10 year in so and norcal here is what may be deal breaker someday may leav this coast as may be one of the few transplant to ca who still believ there are place outsid of this coast wherein it is worth live just think if more peopl were like me you would have less traffic if you have decid to read on here are some potenti deal maker my chocol peanut butter chip cooki are legendari have back down from veri few challeng my car has manual transimiss my bike has gotten me through metric centuri ride both mode of transport fun maker have name keep my friend fed and entertain and the lifetim have spent learn has taught me the most import thing know veri littl
474,firm believ peopl are best describ by those closest to them so rather than tri to make myself more appeal best leav up to someon els here what they say oh and there is an insid joke in there ll just put ** next to it just in case his humour onli make sens to interest peopl not onli is he inher fierc his loyalti is even more so he has surpris me everi year that have known him but with joy rather than confus he has never intent hurt me even when hurt by me cannot say watch him becom man but instead recognis that he is one he not onli display fearless he live it as well his past commit to provid communiti servic to the less desir found quit admir ** he allow thing to be beauti and they becom more so in his describ of them would rather listen to him tell me about his experi than to have watch them from afar as his eye see so much more he act in truth even when it meant leav me or leav who he understood himself to be he allow me to be imperfect he is someon my famili love admir and protect he work with psycholog and emot creativ he make me feel both worthi and special by share his life with me he is irreplac
491,go by hay hayl hayle and even bob by my fam and blow out my birthday candl on januari 16th bay area nativ born and rais and say hella lot graduat from uci with bachelor in biolog scienc and move home to continu my educ in ultrasound technolog big movi buff and as sad as it sound love tv kinda big gleek brittana ftw and get hook on episod of svu the walk dead lost and big bang theori the go to techi in my hous so pretti good with my mind and hand don worri not creep reclus that sit in her room with the curtain drawn love the outdoor in fact one of my favorit spot is pinecrest lake love hike shoot hoop and basic be outsid whenev possibl pretti sure was suppos to be fish becaus swim is the epitom of freedom to me ve also recent gotten into ice skate and find it to be pretti epic when learn someth super simpl haha one of those scienc nerd with an artist streak odd combin know own and util canon xsi and love love love to draw happi reserv and mellow with twist of mischief haha basic silli sarcast smart alec with the heart of hopeless romant don be shi drop me line if you re interest in see ani of my draw you can check them out here www hayle darl deviantart com life is what you make of it intend to make someth of my life would you care to join me? everyon is welcom am honest sincer and charm
502,we are guy 30 and girl 25 in search of phenomen woman to be in long term relationship with when you re old and you look back on your life will you be happi with how you live it? we work hard to make sure we can answer this question with know smile and deep appreci for the life we had we re not convent but are pretti tradit in our femal male role we love the idea of have anoth femal presenc in our dynam beyond the practic of the situat it would be great way to experi life plus if you re around her size your wardrob just doubl and if you re voraci reader your librari just tripl we re realli close with our famili and friend we like to have intellectu discuss toss around idea stay fit and be outdoor travel learn new cultur find our new favorit restaur develop our project and garden we definit enjoy the finer thing in life it would be wonder to meet woman who find this kind of relationship appeal has similar interest and is excit to explor the possibl
503,consid myself an optimist laid back and fun person love music especi live music love to cook and like be out in natur and hike cannot say have just few hobbi or activ do the most love tri all kind of differ thing love take weekend trip whether just up or down the coast or jump on plane to somewher fun am good communic and thought friend and kind most import happi and want my partner to be as well find myself attract to divers number of peopl don have defin list of thing look for in person or have set type will say that am look for someon who is smart and has great sens of humor we need to be abl to laugh togeth after all enjoy good convers and someon who challeng me it import that you are just as comfort stay in as you are in go out it given that chemistri need to exist but you know right away if it there or not
